event_id,session_id,turn_id,turn_ordinal,interaction_id,interaction_ref,analysis_unit,module_id,capability_id,call_ids_observed,signal_sources,eligibility_observed,activation_observed,observed_result,materialized_result_observed,effect_observed,observable_evidence,inference_confidence,adjudication,cost,detector_version,module_implementation_version,module_evaluation_version
ml2:1:scene_world_projection:local_incidents,01a0aac8-9b23-7c12-9520-be10b50ed451,01a0aaca-8cb0-7bf2-aff8-e236a6c3b45d,1,interaction-3e14bb0c2ea62b86903b,S024-I0001,cena,scene_world_projection,local_incidents,"[""call_heTmIhJRPNkmhATE4ji0ZWUm""]","[""comando""]",sim,consulta,preparo_espacial_falhou,,,"[""command:spatial_trigger_permanencia_local""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 446336, ""input_tokens"": 472777, ""output_tokens"": 9160, ""total_tokens"": 481937, ""uncached_input_tokens_approx"": 26441}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 74389, ""input_tokens"": 78796, ""output_tokens"": 1527, ""total_tokens"": 80323, ""uncached_input_tokens_approx"": 4407}}",4.6.0,1.0.1,4.0.0
ml2:1:scene_world_projection:spatial_continuity,01a0aac8-9b23-7c12-9520-be10b50ed451,01a0aaca-8cb0-7bf2-aff8-e236a6c3b45d,1,interaction-3e14bb0c2ea62b86903b,S024-I0001,cena,scene_world_projection,spatial_continuity,"[""call_heTmIhJRPNkmhATE4ji0ZWUm""]","[""comando""]",sim,consulta,continuidade_espacial_encaminhada,,,"[""command:spatial_continuity_requested""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 446336, ""input_tokens"": 472777, ""output_tokens"": 9160, ""total_tokens"": 481937, ""uncached_input_tokens_approx"": 26441}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",4.6.0,1.0.1,4.0.0
ml2:2:context_and_memory:routed_context_access,01a0aac8-9b23-7c12-9520-be10b50ed451,01a0aad7-f645-7691-9aca-8b00300da48c,2,interaction-0f895e880a32d2e4df31,S024-I0002,turno,context_and_memory,routed_context_access,"[""call_E3jNGiJxsoBdejg234UoX02j"", ""call_QApyCpLq1C5fddNJV2qnUQqG""]","[""comando"", ""output""]",sim,consulta,contexto_suficiente,,sim,"[""command:routed_context_l2"", ""command:routed_context_l3""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 309504, ""input_tokens"": 322059, ""output_tokens"": 5817, ""total_tokens"": 327876, ""uncached_input_tokens_approx"": 12555}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 51584, ""input_tokens"": 53677, ""output_tokens"": 970, ""total_tokens"": 54646, ""uncached_input_tokens_approx"": 2093}}",4.6.0,1.0.2,4.0.0
ml2:2:turn_and_session_orchestration:transactional_turn,01a0aac8-9b23-7c12-9520-be10b50ed451,01a0aad7-f645-7691-9aca-8b00300da48c,2,interaction-0f895e880a32d2e4df31,S024-I0002,turno,turn_and_session_orchestration,transactional_turn,"[""call_RJH3Z47A3HESCd75LJLTHcUB"", ""call_vthOnmmivFd6xwmgsaAecR0k""]","[""comando"", ""output"", ""ticket""]",sim,efeito,ciclo_concluido,turno_commitado,sim,"[""command:cronica_preparar"", ""command:cronica_concluir"", ""ticket:correlation_present"", ""output:versioned_orchestration_receipt""]",alta,,"{""attribution_class"": ""controle"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 309504, ""input_tokens"": 322059, ""output_tokens"": 5817, ""total_tokens"": 327876, ""uncached_input_tokens_approx"": 12555}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 51584, ""input_tokens"": 53676, ""output_tokens"": 969, ""total_tokens"": 54646, ""uncached_input_tokens_approx"": 2092}}",4.6.0,1.0.2,4.0.0
ml2:2:turn_and_session_orchestration:idempotent_commit,01a0aac8-9b23-7c12-9520-be10b50ed451,01a0aad7-f645-7691-9aca-8b00300da48c,2,interaction-0f895e880a32d2e4df31,S024-I0002,turno,turn_and_session_orchestration,idempotent_commit,"[""call_vthOnmmivFd6xwmgsaAecR0k""]","[""output""]",sim,efeito,commit_exatamente_uma_vez,idempotencia_preservada,sim,"[""output:exactly_once_receipt""]",alta,,"{""attribution_class"": ""controle"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 309504, ""input_tokens"": 322059, ""output_tokens"": 5817, ""total_tokens"": 327876, ""uncached_input_tokens_approx"": 12555}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",4.6.0,1.0.2,4.0.0
ml2:2:narrative_delivery:narrative_density,01a0aac8-9b23-7c12-9520-be10b50ed451,01a0aad7-f645-7691-9aca-8b00300da48c,2,interaction-0f895e880a32d2e4df31,S024-I0002,turno,narrative_delivery,narrative_density,[],"[""resposta""]",sim,consulta,densidade_nao_avaliada,,,"[""response:size_observed_without_quality_judgment""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 309504, ""input_tokens"": 322059, ""output_tokens"": 5817, ""total_tokens"": 327876, ""uncached_input_tokens_approx"": 12555}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 51584, ""input_tokens"": 53677, ""output_tokens"": 970, ""total_tokens"": 54646, ""uncached_input_tokens_approx"": 2093}}",4.6.0,1.0.2,4.0.0
ml2:2:narrative_delivery:diegetic_mechanics,01a0aac8-9b23-7c12-9520-be10b50ed451,01a0aad7-f645-7691-9aca-8b00300da48c,2,interaction-0f895e880a32d2e4df31,S024-I0002,turno,narrative_delivery,diegetic_mechanics,[],"[""resposta""]",sim,efeito,mecanica_exposta,mecanica_exposta,sim,"[""response:diegetic_mechanics""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 309504, ""input_tokens"": 322059, ""output_tokens"": 5817, ""total_tokens"": 327876, ""uncached_input_tokens_approx"": 12555}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",4.6.0,1.0.2,4.0.0
ml2:2:narrative_delivery:visible_closure,01a0aac8-9b23-7c12-9520-be10b50ed451,01a0aad7-f645-7691-9aca-8b00300da48c,2,interaction-0f895e880a32d2e4df31,S024-I0002,turno,narrative_delivery,visible_closure,[],"[""output"", ""resposta""]",sim,efeito,entrega_correlacionada,entrega_visivel,sim,"[""response:canonical_footer_is_last_line"", ""output:narrative_delivery_receipt""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 309504, ""input_tokens"": 322059, ""output_tokens"": 5817, ""total_tokens"": 327876, ""uncached_input_tokens_approx"": 12555}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",4.6.0,1.0.2,4.0.0
ml2:2:rules_and_character_state:rules_resolution,01a0aac8-9b23-7c12-9520-be10b50ed451,01a0aad7-f645-7691-9aca-8b00300da48c,2,interaction-0f895e880a32d2e4df31,S024-I0002,evento,rules_and_character_state,rules_resolution,"[""call_Ff1iFEPlAQSyUM9w2ST6589P""]","[""comando""]",sim,decisao,parametros_predefinidos,,sim,"[""command:cd_predefined""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 309504, ""input_tokens"": 322059, ""output_tokens"": 5817, ""total_tokens"": 327876, ""uncached_input_tokens_approx"": 12555}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 51584, ""input_tokens"": 53676, ""output_tokens"": 969, ""total_tokens"": 54646, ""uncached_input_tokens_approx"": 2092}}",4.6.0,1.0.1,4.0.0
ml2:2:rules_and_character_state:roll_execution,01a0aac8-9b23-7c12-9520-be10b50ed451,01a0aad7-f645-7691-9aca-8b00300da48c,2,interaction-0f895e880a32d2e4df31,S024-I0002,evento,rules_and_character_state,roll_execution,"[""call_Ff1iFEPlAQSyUM9w2ST6589P""]","[""comando"", ""output""]",sim,decisao,indeterminado,,nao,"[""command:dice"", ""output:dice_result""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 309504, ""input_tokens"": 322059, ""output_tokens"": 5817, ""total_tokens"": 327876, ""uncached_input_tokens_approx"": 12555}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",4.6.0,1.0.1,4.0.0
ml2:2:rules_and_character_state:character_time_state,01a0aac8-9b23-7c12-9520-be10b50ed451,01a0aad7-f645-7691-9aca-8b00300da48c,2,interaction-0f895e880a32d2e4df31,S024-I0002,evento,rules_and_character_state,character_time_state,"[""call_vthOnmmivFd6xwmgsaAecR0k""]","[""output""]",sim,efeito,estado_commitado,estado_commitado,sim,"[""output:rules_state_commit_receipt""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 309504, ""input_tokens"": 322059, ""output_tokens"": 5817, ""total_tokens"": 327876, ""uncached_input_tokens_approx"": 12555}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",4.6.0,1.0.1,4.0.0
ml2:2:sidequest_authoring:opportunity_gate,01a0aac8-9b23-7c12-9520-be10b50ed451,01a0aad7-f645-7691-9aca-8b00300da48c,2,interaction-0f895e880a32d2e4df31,S024-I0002,evento,sidequest_authoring,opportunity_gate,"[""call_RJH3Z47A3HESCd75LJLTHcUB""]","[""comando"", ""output""]",indeterminada,gate_neutro,indeterminado,,,"[""command:sidequest_gate_sem_oportunidade"", ""output:objective_sidequest_opportunity_assessment""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 309504, ""input_tokens"": 322059, ""output_tokens"": 5817, ""total_tokens"": 327876, ""uncached_input_tokens_approx"": 12555}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 51584, ""input_tokens"": 53676, ""output_tokens"": 969, ""total_tokens"": 54646, ""uncached_input_tokens_approx"": 2092}}",4.6.0,2.0.1,4.0.0
ml2:2:npc_continuity_and_social_behavior:presence_and_identity,01a0aac8-9b23-7c12-9520-be10b50ed451,01a0aad7-f645-7691-9aca-8b00300da48c,2,interaction-0f895e880a32d2e4df31,S024-I0002,cena,npc_continuity_and_social_behavior,presence_and_identity,"[""call_E3jNGiJxsoBdejg234UoX02j"", ""call_RJH3Z47A3HESCd75LJLTHcUB""]","[""comando""]",indeterminada,decisao,contexto_npc_observado,,,"[""command:directed_npc_context"", ""command:scene_cast_or_interlocutor""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 309504, ""input_tokens"": 322059, ""output_tokens"": 5817, ""total_tokens"": 327876, ""uncached_input_tokens_approx"": 12555}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 51584, ""input_tokens"": 53677, ""output_tokens"": 970, ""total_tokens"": 54646, ""uncached_input_tokens_approx"": 2093}}",4.6.0,1.1.0,4.0.0
ml2:2:npc_continuity_and_social_behavior:relationship_memory_reputation,01a0aac8-9b23-7c12-9520-be10b50ed451,01a0aad7-f645-7691-9aca-8b00300da48c,2,interaction-0f895e880a32d2e4df31,S024-I0002,cena,npc_continuity_and_social_behavior,relationship_memory_reputation,"[""call_E3jNGiJxsoBdejg234UoX02j"", ""call_RJH3Z47A3HESCd75LJLTHcUB""]","[""comando""]",indeterminada,consulta,continuidade_social_consultada,,,"[""command:npc_memory_projection""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 309504, ""input_tokens"": 322059, ""output_tokens"": 5817, ""total_tokens"": 327876, ""uncached_input_tokens_approx"": 12555}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",4.6.0,1.1.0,4.0.0
ml2:3:context_and_memory:routed_context_access,01a0aac8-9b23-7c12-9520-be10b50ed451,01a0aade-5b4e-7661-b38a-31ce71af1f2c,3,interaction-64bc733e76f3992e5411,S024-I0003,turno,context_and_memory,routed_context_access,[],"[""resposta""]",sim,consulta,contexto_l0_suficiente,,sim,"[""turn:l0_context_sufficient""]",media,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 246400, ""input_tokens"": 254116, ""output_tokens"": 3564, ""total_tokens"": 257680, ""uncached_input_tokens_approx"": 7716}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 41067, ""input_tokens"": 42353, ""output_tokens"": 594, ""total_tokens"": 42947, ""uncached_input_tokens_approx"": 1286}}",4.6.0,1.0.2,4.0.0
ml2:3:turn_and_session_orchestration:transactional_turn,01a0aac8-9b23-7c12-9520-be10b50ed451,01a0aade-5b4e-7661-b38a-31ce71af1f2c,3,interaction-64bc733e76f3992e5411,S024-I0003,turno,turn_and_session_orchestration,transactional_turn,"[""call_dgVEhf3MrXMi6FQxbBmVQGm3"", ""call_cwyzmlalzSJYJPck7OgEntfK""]","[""comando"", ""output"", ""ticket""]",sim,efeito,ciclo_concluido,turno_commitado,sim,"[""command:cronica_preparar"", ""command:cronica_concluir"", ""ticket:correlation_present"", ""output:versioned_orchestration_receipt""]",alta,,"{""attribution_class"": ""controle"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 246400, ""input_tokens"": 254116, ""output_tokens"": 3564, ""total_tokens"": 257680, ""uncached_input_tokens_approx"": 7716}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 41066, ""input_tokens"": 42352, ""output_tokens"": 594, ""total_tokens"": 42946, ""uncached_input_tokens_approx"": 1286}}",4.6.0,1.0.2,4.0.0
