event_id,session_id,turn_id,turn_ordinal,interaction_id,interaction_ref,analysis_unit,module_id,capability_id,call_ids_observed,signal_sources,eligibility_observed,activation_observed,observed_result,materialized_result_observed,effect_observed,observable_evidence,inference_confidence,adjudication,cost,detector_version,module_implementation_version,module_evaluation_version
ml2:1:rules_and_character_state:character_time_state,01a0a4d6-9ecd-7991-a7be-aeb9c5c61c5b,01a0a565-c402-7733-982a-16535e5de30b,1,interaction-ad8fcc4e0a01bf29caba,S023-I0005,evento,rules_and_character_state,character_time_state,"[""call_IdzUpJSVECHC9JdZ0wVeFIeb"", ""call_0mToLbFA7c0aB85CzJHWJZkx"", ""call_fL73kZxnblah6E5u1xxBHtEe"", ""call_wlT0xzjUV6uUvo1x14k9sqW9"", ""call_uXWkLERqR1jXqOQCwEL80END""]","[""output"", ""ticket""]",sim,efeito,estado_commitado,estado_commitado,sim,"[""output:rules_state_commit_receipt"", ""ticket:legacy_character_or_time_delta""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 4174592, ""input_tokens"": 4295319, ""output_tokens"": 30027, ""total_tokens"": 4325346, ""uncached_input_tokens_approx"": 120727}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",4.2.0,1.0.1,4.0.0
ml2:1:sidequest_authoring:opportunity_gate,01a0a4d6-9ecd-7991-a7be-aeb9c5c61c5b,01a0a565-c402-7733-982a-16535e5de30b,1,interaction-ad8fcc4e0a01bf29caba,S023-I0005,evento,sidequest_authoring,opportunity_gate,"[""call_w0DZAIhestwFNqDkpaZha7es"", ""call_zVETiE6CC9M8sSGDDYQGRqOT"", ""call_mKLUnHr2km1ubLJt7kchhWV8"", ""call_i7xhTbEYs19p2V7rbZCQDDHP"", ""call_9OKT3ENsA2hcxL2ZaL9WkVLF"", ""call_JoJdzoCaUwHenRbcbtYOtUB7"", ""call_GbCbMNDfJp4oRu0GUB3f2YA0"", ""call_1DFl1sWnLEuGR5BLdw2ZSIu7"", ""call_0TtiluKnccdk6uEy2usWY9bC"", ""call_Yjbt299WokJCgv1SDbMvoX5J"", ""call_2EAKGuVCezwTOlVBuF2kOmJe"", ""call_zanEvmgqTrC0n6kjj4fhrmZa"", ""call_QxGreOQwDqa7WILaEOwYBGt5"", ""call_x1z7XqGYozos780kfjIJsj0H""]","[""comando"", ""output""]",indeterminada,gate_neutro,indeterminado,,,"[""command:sidequest_gate_sem_oportunidade"", ""output:objective_sidequest_opportunity_assessment""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 4174592, ""input_tokens"": 4295319, ""output_tokens"": 30027, ""total_tokens"": 4325346, ""uncached_input_tokens_approx"": 120727}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 596370, ""input_tokens"": 613617, ""output_tokens"": 4289, ""total_tokens"": 617906, ""uncached_input_tokens_approx"": 17246}}",4.2.0,2.0.1,4.0.0
ml2:1:npc_continuity_and_social_behavior:social_initiative,01a0a4d6-9ecd-7991-a7be-aeb9c5c61c5b,01a0a565-c402-7733-982a-16535e5de30b,1,interaction-ad8fcc4e0a01bf29caba,S023-I0005,cena,npc_continuity_and_social_behavior,social_initiative,"[""call_w0DZAIhestwFNqDkpaZha7es"", ""call_mKLUnHr2km1ubLJt7kchhWV8""]","[""comando""]",indeterminada,decisao,iniciativa_avaliada,,,"[""command:initiative_interlocutor""]",media,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 4174592, ""input_tokens"": 4295319, ""output_tokens"": 30027, ""total_tokens"": 4325346, ""uncached_input_tokens_approx"": 120727}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 596370, ""input_tokens"": 613617, ""output_tokens"": 4290, ""total_tokens"": 617907, ""uncached_input_tokens_approx"": 17247}}",4.2.0,1.1.0,4.0.0
ml2:1:npc_continuity_and_social_behavior:presence_and_identity,01a0a4d6-9ecd-7991-a7be-aeb9c5c61c5b,01a0a565-c402-7733-982a-16535e5de30b,1,interaction-ad8fcc4e0a01bf29caba,S023-I0005,cena,npc_continuity_and_social_behavior,presence_and_identity,"[""call_suKSchkpuk4drpIKk7pQX7aS"", ""call_w0DZAIhestwFNqDkpaZha7es"", ""call_zVETiE6CC9M8sSGDDYQGRqOT"", ""call_EyLwZaEniEzU9touxSx4vxQR"", ""call_mKLUnHr2km1ubLJt7kchhWV8"", ""call_i7xhTbEYs19p2V7rbZCQDDHP""]","[""comando"", ""output""]",indeterminada,decisao,contexto_npc_observado,,,"[""command:directed_npc_context"", ""command:scene_cast_or_interlocutor"", ""output:structured_npc_continuity""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 4174592, ""input_tokens"": 4295319, ""output_tokens"": 30027, ""total_tokens"": 4325346, ""uncached_input_tokens_approx"": 120727}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",4.2.0,1.1.0,4.0.0
ml2:1:npc_continuity_and_social_behavior:relationship_memory_reputation,01a0a4d6-9ecd-7991-a7be-aeb9c5c61c5b,01a0a565-c402-7733-982a-16535e5de30b,1,interaction-ad8fcc4e0a01bf29caba,S023-I0005,cena,npc_continuity_and_social_behavior,relationship_memory_reputation,"[""call_suKSchkpuk4drpIKk7pQX7aS"", ""call_w0DZAIhestwFNqDkpaZha7es"", ""call_zVETiE6CC9M8sSGDDYQGRqOT"", ""call_EyLwZaEniEzU9touxSx4vxQR"", ""call_mKLUnHr2km1ubLJt7kchhWV8"", ""call_i7xhTbEYs19p2V7rbZCQDDHP"", ""call_IdzUpJSVECHC9JdZ0wVeFIeb""]","[""comando"", ""output""]",indeterminada,efeito,fato_social_persistido,memoria_social_persistida,sim,"[""command:npc_memory_projection"", ""output:relationship_memory_or_reputation""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 4174592, ""input_tokens"": 4295319, ""output_tokens"": 30027, ""total_tokens"": 4325346, ""uncached_input_tokens_approx"": 120727}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",4.2.0,1.1.0,4.0.0
ml2:1:scene_world_projection:local_incidents,01a0a4d6-9ecd-7991-a7be-aeb9c5c61c5b,01a0a565-c402-7733-982a-16535e5de30b,1,interaction-ad8fcc4e0a01bf29caba,S023-I0005,cena,scene_world_projection,local_incidents,"[""call_9OKT3ENsA2hcxL2ZaL9WkVLF"", ""call_JoJdzoCaUwHenRbcbtYOtUB7"", ""call_GbCbMNDfJp4oRu0GUB3f2YA0"", ""call_1DFl1sWnLEuGR5BLdw2ZSIu7"", ""call_0TtiluKnccdk6uEy2usWY9bC"", ""call_Yjbt299WokJCgv1SDbMvoX5J"", ""call_2EAKGuVCezwTOlVBuF2kOmJe"", ""call_zanEvmgqTrC0n6kjj4fhrmZa"", ""call_QxGreOQwDqa7WILaEOwYBGt5"", ""call_x1z7XqGYozos780kfjIJsj0H""]","[""comando"", ""output""]",sim,decisao,projecao_espacial_reservada,,,"[""command:spatial_trigger_permanencia_local"", ""output:spatial_projection_gate"", ""command:spatial_trigger_transito_urbano""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 4174592, ""input_tokens"": 4295319, ""output_tokens"": 30027, ""total_tokens"": 4325346, ""uncached_input_tokens_approx"": 120727}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 596370, ""input_tokens"": 613617, ""output_tokens"": 4289, ""total_tokens"": 617906, ""uncached_input_tokens_approx"": 17247}}",4.2.0,1.0.1,4.0.0
ml2:1:scene_world_projection:persistent_conditions,01a0a4d6-9ecd-7991-a7be-aeb9c5c61c5b,01a0a565-c402-7733-982a-16535e5de30b,1,interaction-ad8fcc4e0a01bf29caba,S023-I0005,cena,scene_world_projection,persistent_conditions,"[""call_zanEvmgqTrC0n6kjj4fhrmZa"", ""call_QxGreOQwDqa7WILaEOwYBGt5""]","[""output""]",indeterminada,consulta,condicoes_persistentes_consultadas,,,"[""output:persistent_conditions_gate""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 4174592, ""input_tokens"": 4295319, ""output_tokens"": 30027, ""total_tokens"": 4325346, ""uncached_input_tokens_approx"": 120727}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",4.2.0,1.0.1,4.0.0
ml2:1:scene_world_projection:spatial_continuity,01a0a4d6-9ecd-7991-a7be-aeb9c5c61c5b,01a0a565-c402-7733-982a-16535e5de30b,1,interaction-ad8fcc4e0a01bf29caba,S023-I0005,cena,scene_world_projection,spatial_continuity,"[""call_9OKT3ENsA2hcxL2ZaL9WkVLF"", ""call_JoJdzoCaUwHenRbcbtYOtUB7"", ""call_GbCbMNDfJp4oRu0GUB3f2YA0"", ""call_1DFl1sWnLEuGR5BLdw2ZSIu7"", ""call_0TtiluKnccdk6uEy2usWY9bC"", ""call_Yjbt299WokJCgv1SDbMvoX5J"", ""call_2EAKGuVCezwTOlVBuF2kOmJe"", ""call_zanEvmgqTrC0n6kjj4fhrmZa"", ""call_QxGreOQwDqa7WILaEOwYBGt5""]","[""comando""]",sim,consulta,continuidade_espacial_encaminhada,,,"[""command:spatial_continuity_requested""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 4174592, ""input_tokens"": 4295319, ""output_tokens"": 30027, ""total_tokens"": 4325346, ""uncached_input_tokens_approx"": 120727}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",4.2.0,1.0.1,4.0.0
ml2:2:context_and_memory:routed_context_access,01a0a4d6-9ecd-7991-a7be-aeb9c5c61c5b,01a0a574-8aae-70c0-8507-21a25087d411,2,interaction-6770e37989859a4c3aa8,S023-I0007,turno,context_and_memory,routed_context_access,"[""call_sSvvfgqfk84sUQdQH7pSgHWA""]","[""output""]",sim,consulta,contexto_suficiente,,sim,"[""command:routed_context_l2""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 912512, ""input_tokens"": 932421, ""output_tokens"": 6681, ""total_tokens"": 939102, ""uncached_input_tokens_approx"": 19909}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 152086, ""input_tokens"": 155404, ""output_tokens"": 1114, ""total_tokens"": 156517, ""uncached_input_tokens_approx"": 3319}}",4.2.0,1.0.2,4.0.0
ml2:2:context_and_memory:knowledge_layer_separation,01a0a4d6-9ecd-7991-a7be-aeb9c5c61c5b,01a0a574-8aae-70c0-8507-21a25087d411,2,interaction-6770e37989859a4c3aa8,S023-I0007,turno,context_and_memory,knowledge_layer_separation,"[""call_sSvvfgqfk84sUQdQH7pSgHWA""]","[""comando""]",sim,consulta,camada_consultada,,,"[""command:knowledge_layer_query""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 912512, ""input_tokens"": 932421, ""output_tokens"": 6681, ""total_tokens"": 939102, ""uncached_input_tokens_approx"": 19909}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",4.2.0,1.0.2,4.0.0
ml2:2:turn_and_session_orchestration:transactional_turn,01a0a4d6-9ecd-7991-a7be-aeb9c5c61c5b,01a0a574-8aae-70c0-8507-21a25087d411,2,interaction-6770e37989859a4c3aa8,S023-I0007,turno,turn_and_session_orchestration,transactional_turn,"[""call_0QedG50YvTncRUBifoc5XOnT"", ""call_e9SpethGA2bxgbOU5XdVkruL"", ""call_njSEjA7VuDWj4cqeG5fiDrik"", ""call_Y8mvSRxJgbCOmckOiDyHxiTt""]","[""comando"", ""output"", ""ticket""]",sim,efeito,ciclo_concluido_apos_retry,turno_commitado,sim,"[""command:cronica_preparar"", ""command:cronica_concluir"", ""ticket:correlation_present"", ""output:versioned_orchestration_receipt""]",alta,,"{""attribution_class"": ""controle"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 912512, ""input_tokens"": 932421, ""output_tokens"": 6681, ""total_tokens"": 939102, ""uncached_input_tokens_approx"": 19909}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 152085, ""input_tokens"": 155403, ""output_tokens"": 1113, ""total_tokens"": 156517, ""uncached_input_tokens_approx"": 3318}}",4.2.0,1.0.2,4.0.0
